Symbol,Name,Last,MarketCap,Sector,Industry
BCTF,"Bancorp 34, Inc.",15.32,4.917E7,Finance,Savings Institutions
BCYC,Bicycle Therapeutics plc,9.82,1.7581E8,Health Care,Major Pharmaceuticals
BDGE,"Bridge Bancorp, Inc.",33.49,6.6429E8,Finance,Major Banks
BDSI,"BioDelivery Sciences International, Inc.",6.17,5.5486E8,Health Care,Major Pharmaceuticals
BEAT,"BioTelemetry, Inc.",46.88,1.59E9,Health Care,Medical Specialities
BECN,"Beacon Roofing Supply, Inc.",31.89,2.19E9,Consumer Services,RETAIL: Building Materials
BELFA,Bel Fuse Inc.,16.2,1.9883E8,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,20.3,2.4915E8,Capital Goods,Electrical Products
BFC,Bank First Corporation,69.83,4.9473E8,Finance,Major Banks
BFIN,BankFinancial Corporation,13.15,2.0217E8,Finance,Savings Institutions
BFRA,Biofrontera AG,10.34,2.3187E8,Health Care,Major Pharmaceuticals
BFST,"Business First Bancshares, Inc.",24.97,3.3155E8,Finance,Major Banks
BGCP,"BGC Partners, Inc.",5.91,2.06E9,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,3.03,6.567E7,Consumer Services,Other Specialty Stores
BGNE,"BeiGene, Ltd.",165.92,1.013E10,Health Care,Major Pharmaceuticals
BHAT,Blue Hat Interactive Entertainment Technology,2.09,7.315E7,Consumer Non-Durables,Recreational Products/Toys
BHF,"Brighthouse Financial, Inc.",39.22,4.2300000000000005E9,Finance,Life Insurance
BHTG,"BioHiTech Global, Inc.",1.8,3.104E7,Consumer Services,Other Consumer Services
BIDU,"Baidu, Inc.",138.22,4.789E10,Technology,"Computer Software: Programming, Data Processing"
BIIB,Biogen Inc.,294.24,5.309E10,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BILI,Bilibili Inc.,20.95,6.83E9,Technology,EDP Services
BIMI,NF Energy Saving Corporation,3.43,3.112E7,Capital Goods,Metal Fabrications
BIOC,"Biocept, Inc.",0.35,8060000.000000001,Health Care,Medical Specialities
BIOL,"Biolase, Inc.",0.6094,1.886E7,Health Care,Medical/Dental Instruments
BIOS,"Option Care Health, Inc.",3.81,2.69E9,Health Care,Medical/Nursing Services
BJRI,"BJ&#39;s Restaurants, Inc.",38.16,7.3125E8,Consumer Services,Restaurants
BKEP,"Blueknight Energy Partners L.P., L.L.C.",1.18,4.816E7,Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",5.44,1.6406E8,Energy,Natural Gas Distribution
BKNG,Booking Holdings Inc.,2074.58,8.683E10,Consumer Services,Transportation Services
BKSC,Bank of South Carolina Corp.,18.92,1.0463E8,Finance,Major Banks
BKYI,"BIO-key International, Inc.",0.5057,7290000.0,Technology,Computer Communications Equipment
BL,"BlackLine, Inc.",52.59,2.93E9,Technology,Computer Software: Prepackaged Software
BLBD,Blue Bird Corporation,23.03,6.0975E8,Capital Goods,Construction/Ag Equipment/Trucks
BLCM,"Bellicum Pharmaceuticals, Inc.",1.51,7.539E7,Health Care,Major Pharmaceuticals
BLDP,"Ballard Power Systems, Inc.",8.0,1.87E9,Energy,Industrial Machinery/Components
BLDR,"Builders FirstSource, Inc.",25.41,2.94E9,Consumer Services,RETAIL: Building Materials
BLFS,"BioLife Solutions, Inc.",16.4,3.3542E8,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLIN          ,"Bridgeline Digital, Inc.",1.58,4420000.0,Technology,Computer Software: Prepackaged Software
BLKB,"Blackbaud, Inc.",80.89,3.98E9,Technology,Computer Software: Prepackaged Software
BLMN,"Bloomin&#39; Brands, Inc.",22.1,1.92E9,Consumer Services,Restaurants
BLNK,Blink Charging Co.,1.89,4.974E7,Consumer Durables,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",0.35,2.412E7,Health Care,Major Pharmaceuticals
BLRX,BioLineRx Ltd.,2.34,2.656E7,Health Care,Major Pharmaceuticals
BLU,BELLUS Health Inc.,7.75,4.1895E8,Health Care,Major Pharmaceuticals
BLUE,"bluebird bio, Inc.",86.37,4.78E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BMCH,"BMC Stock Holdings, Inc.",28.73,1.92E9,Consumer Services,RETAIL: Building Materials
BMLP,Bank Of Montreal,44.48,3.025E7,Finance,Commercial Banks
BMRA,"Biomerica, Inc.",2.91,2.857E7,Health Care,Medical/Dental Instruments
BMRC,Bank of Marin Bancorp,44.85,6.0943E8,Finance,Major Banks
BMRN,BioMarin Pharmaceutical Inc.,84.04,1.51E10,Health Care,Major Pharmaceuticals
BMTC,Bryn Mawr Bank Corporation,40.86,8.2227E8,Finance,Major Banks
BNFT,"Benefitfocus, Inc.",20.99,6.8721E8,Technology,Computer Software: Prepackaged Software
BNGO,"Bionano Genomics, Inc.",1.24,3.285E7,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNSO,"Bonso Electronics International, Inc.",2.3,1.07E7,Capital Goods,Industrial Machinery/Components
BNTC,Benitec Biopharma Limited,4.65,7280000.0,Health Care,Major Pharmaceuticals
BNTX,BioNTech SE,38.5,8.71E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BOCH,Bank of Commerce Holdings (CA),11.65,2.1152E8,Finance,Major Banks
BOKF,BOK Financial Corporation,87.41,6.19E9,Finance,Major Banks
BOLD,"Audentes Therapeutics, Inc.",59.83,2.74E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BOMN,Boston Omaha Corporation,21.38,4.9985E8,Finance,Real Estate
BOOM,DMC Global Inc.,44.93,6.5803E8,Capital Goods,Industrial Specialties
BOSC,B.O.S. Better Online Solutions,2.05,8730000.0,Technology,Computer Communications Equipment
BOTJ,"Bank of the James Financial Group, Inc.",15.7,6.865E7,Finance,Major Banks
BOXL,Boxlight Corporation,1.15,1.276E7,Miscellaneous,Industrial Machinery/Components
BPFH,"Boston Private Financial Holdings, Inc.",12.11,1.01E9,Finance,Major Banks
BPMC,Blueprint Medicines Corporation,82.19,4.04E9,Health Care,Major Pharmaceuticals
BPOP,"Popular, Inc.",58.93,5.7E9,Finance,Major Banks
BPOPN,"Popular, Inc.",26.66,3.1992E8,Finance,Major Banks
BPR,Brookfield Property REIT Inc.,18.15,1.19E9,Consumer Services,Real Estate Investment Trusts
BPRAP,Brookfield Property REIT Inc.,25.24,2.524E8,Consumer Services,Real Estate Investment Trusts
BPTH,"Bio-Path Holdings, Inc.",8.26,2.382E7,Health Care,Major Pharmaceuticals
BPY,Brookfield Property Partners L.P.,18.06,7.97E9,Finance,Real Estate
BPYPO,Brookfield Property Partners L.P.,26.25,2.625E8,Finance,Real Estate
BPYPP,Brookfield Property Partners L.P.,26.05,1.6672E8,Finance,Real Estate
BREW,"Craft Brew Alliance, Inc.",16.4,3.1925E8,Consumer Non-Durables,Beverages (Production/Distribution)
BRID,Bridgford Foods Corporation,24.87,2.2574E8,Consumer Non-Durables,Specialty Foods
BRKL,"Brookline Bancorp, Inc.",16.43,1.31E9,Finance,Savings Institutions
BRKR,Bruker Corporation,51.36,7.91E9,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BRKS,"Brooks Automation, Inc.",42.9,3.16E9,Technology,Industrial Machinery/Components
BROG,Brooge Holdings Limited ,8.31,2.2253E8,Energy,Integrated oil Companies
BRP,"BRP Group, Inc.",16.32,1.01E9,Finance,Specialty Insurers
BRPA,Big Rock Partners Acquisition Corp.,10.6,5.459E7,Finance,Business Services
BRQS,"Borqs Technologies, Inc. ",1.8,5.635E7,Technology,EDP Services
BRY,Berry Petroleum Corporation,9.14,7.4032E8,Energy,Oil & Gas Production
BSET,"Bassett Furniture Industries, Incorporated",16.32,1.65E8,Consumer Durables,Home Furnishings
BSGM,"BioSig Technologies, Inc.",6.06,1.3436E8,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSQR,BSQUARE Corporation,1.33,1.727E7,Miscellaneous,Business Services
BSRR,Sierra Bancorp,29.21,4.467E8,Finance,Major Banks
BSTC,BioSpecifics Technologies Corp,57.0,4.1834E8,Health Care,Major Pharmaceuticals
BSVN,Bank7 Corp.,18.92,1.9029E8,Finance,Major Banks
BTAI,"BioXcel Therapeutics, Inc.",13.6,2.4528E8,Health Care,Major Pharmaceuticals
BURG,"Chanticleer Holdings, Inc.",0.58,5950000.0,Consumer Services,Restaurants
BUSE,First Busey Corporation,27.45,1.51E9,Finance,Major Banks
BVSN,"BroadVision, Inc.",2.48,1.255E7,Technology,Computer Software: Prepackaged Software
BVXV,BiondVax Pharmaceuticals Ltd.,10.0951,1.0154E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BWAY,Brainsway Ltd.,9.9591,1.1073E8,Health Care,Medical/Dental Instruments
BWB,"Bridgewater Bancshares, Inc.",13.59,3.9114E8,Finance,Major Banks
BWEN,"Broadwind Energy, Inc.",1.665,2.724E7,Capital Goods,Metal Fabrications
BWFG,"Bankwell Financial Group, Inc.",29.02,2.2755E8,Finance,Major Banks
BWMC,Boxwood Merger Corp.,10.1814,2.5707999999999997E8,Finance,Business Services
BXRX,"Baudax Bio, Inc.",6.53,6.106E7,Health Care,Misc Health and Biotechnology Services
BYFC,Broadway Financial Corporation,1.54,4.292E7,Finance,Savings Institutions
BYND,"Beyond Meat, Inc.",75.64,4.65E9,Consumer Non-Durables,Packaged Foods
BYSI,"BeyondSpring, Inc.",15.5,4.0244E8,Health Care,Major Pharmaceuticals
BZUN,Baozun Inc.,35.74,2.23E9,Consumer Services,Catalog/Specialty Distribution
CAAS,"China Automotive Systems, Inc.",3.17,9.955E7,Capital Goods,Auto Parts:O.E.M.
CABA,"Cabaletta Bio, Inc.",13.9,3.3407E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CAC,Camden National Corporation,46.05,6.9963E8,Finance,Major Banks
CACC,Credit Acceptance Corporation,442.77,8.32E9,Finance,Finance: Consumer Services
CAKE,The Cheesecake Factory Incorporated,38.97,1.74E9,Consumer Services,Restaurants
CALA,"Calithera Biosciences, Inc.",5.23,2.8124E8,Health Care,Major Pharmaceuticals
CALM,"Cal-Maine Foods, Inc.",42.02,2.0499999999999998E9,Consumer Non-Durables,Farming/Seeds/Milling
CAMP,CalAmp Corp.,9.37,3.1971E8,Technology,Radio And Television Broadcasting And Communications Equipment
CAMT,Camtek Ltd.,11.18,4.3151E8,Capital Goods,Electronic Components
CAN,Canaan Inc.,6.02,9.5205E8,Technology,Semiconductors
CAPR,"Capricor Therapeutics, Inc.",1.23,5220000.0,Health Care,Major Pharmaceuticals
CAR,"Avis Budget Group, Inc.",33.33,2.46E9,Consumer Services,Rental/Leasing Companies
CARA,"Cara Therapeutics, Inc.",15.44,7.2072E8,Health Care,Major Pharmaceuticals
CARG,"CarGurus, Inc.",36.51,4.09E9,Technology,EDP Services
CARO,Carolina Financial Corporation,43.22,9.6175E8,Finance,Major Banks
CARV,"Carver Bancorp, Inc.",2.5701,9510000.0,Finance,Savings Institutions
CASA,"Casa Systems, Inc.",4.04,3.4018E8,Technology,Radio And Television Broadcasting And Communications Equipment
CASH,"Meta Financial Group, Inc.",36.17,1.36E9,Finance,Savings Institutions
CASI,"CASI Pharmaceuticals, Inc.",3.13,3.0156E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASS,"Cass Information Systems, Inc",57.28,8.3043E8,Miscellaneous,Business Services
CASY,"Caseys General Stores, Inc.",159.05,5.85E9,Consumer Durables,Automotive Aftermarket
CATB,"Catabasis Pharmaceuticals, Inc.",6.07,7.161E7,Health Care,Major Pharmaceuticals
CATC,Cambridge Bancorp,78.51,3.8078E8,Finance,Major Banks
CATM,Cardtronics plc,43.86,1.96E9,Miscellaneous,Business Services
CATS,"Catasys, Inc.",15.88,2.6337E8,Health Care,Misc Health and Biotechnology Services
CATY,Cathay General Bancorp,38.1,3.04E9,Finance,Major Banks
CBAN,"Colony Bankcorp, Inc.",15.79,1.4999E8,Finance,Major Banks
CBAT,"CBAK Energy Technology, Inc.",1.14,6.016E7,Miscellaneous,Industrial Machinery/Components
CBAY,CymaBay Therapeutics Inc.,1.94,1.3328E8,Health Care,Major Pharmaceuticals
CBFV,"CB Financial Services, Inc.",30.55,1.6599E8,Finance,Major Banks
CBIO,"Catalyst Biosciences, Inc. ",6.5,7.827E7,Health Care,Major Pharmaceuticals
CBLI,"Cleveland BioLabs, Inc.",0.615,6950000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CBMB,"CBM Bancorp, Inc.",14.16,5.993E7,Finance,Savings Institutions
CBMG,"Cellular Biomedicine Group, Inc.",15.82,3.0502E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBNK,"Capital Bancorp, Inc.",14.84,2.0493E8,Finance,Major Banks
CBPO,"China Biologic Products Holdings, Inc.",116.82,4.49E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBRL,"Cracker Barrel Old Country Store, Inc.",154.58,3.71E9,Consumer Services,Restaurants
CBSH,"Commerce Bancshares, Inc.",68.0,7.66E9,Finance,Major Banks
CBSHP,"Commerce Bancshares, Inc.",26.5,2.43E9,Finance,Major Banks
CBTX,"CBTX, Inc.",31.27,7.8673E8,Finance,Major Banks
CCB,Coastal Financial Corporation,16.25,1.936E8,Finance,Major Banks
CCBG,Capital City Bank Group,30.18,5.0548E8,Finance,Major Banks
CCCL,"China Ceramics Co., Ltd.",0.71,4290000.0,Capital Goods,Building Materials
CCLP,CSI Compressco LP,2.7,1.2711E8,Energy,Oilfield Services/Equipment
CCMP,Cabot Microelectronics Corporation,146.86,4.2699999999999995E9,Technology,Semiconductors
CCNE,CNB Financial Corporation,32.67,4.9647E8,Finance,Major Banks
CCOI,"Cogent Communications Holdings, Inc.",65.5,3.07E9,Consumer Services,Telecommunications Equipment
CCRC,"China Customer Relations Centers, Inc.",9.92,1.8183E8,Miscellaneous,Business Services
CCRN,"Cross Country Healthcare, Inc.",11.15,4.1118E8,Technology,Professional Services
CCXI,"ChemoCentryx, Inc.",36.44,2.12E9,Health Care,Major Pharmaceuticals
CDEV,"Centennial Resource Development, Inc.",4.69,1.3E9,Energy,Oil & Gas Production
CDK,"CDK Global, Inc.",55.41,6.73E9,Miscellaneous,Business Services
CDLX,"Cardlytics, Inc.",62.09,1.6E9,Technology,"Computer Software: Programming, Data Processing"
CDMO,"Avid Bioservices, Inc.",7.39,4.1634E8,Health Care,Major Pharmaceuticals
CDMOP,"Avid Bioservices, Inc.",26.8929,1.883E7,Health Care,Major Pharmaceuticals
CDNA,"CareDx, Inc.",21.15,8.9752E8,Health Care,Medical Specialities
CDNS,"Cadence Design Systems, Inc.",71.44,2.005E10,Technology,Computer Software: Prepackaged Software
CDOR,"Condor Hospitality Trust, Inc.",11.04,1.316E8,Consumer Services,Real Estate Investment Trusts
CDTX,"Cidara Therapeutics, Inc.",3.41,1.1267E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CDW,CDW Corporation,143.88,2.067E10,Consumer Services,Catalog/Specialty Distribution
CDXC,ChromaDex Corporation,4.3,2.5618E8,Consumer Durables,Specialty Chemicals
CDXS,"Codexis, Inc.",16.42,9.6087E8,Basic Industries,Major Chemicals
CDZI,"Cadiz, Inc.",10.94,2.9543E8,Public Utilities,Water Supply
CECE,CECO Environmental Corp.,7.68,2.7067E8,Capital Goods,Pollution Control Equipment
CELC,Celcuity Inc.,11.68,1.1975E8,Health Care,Medical Specialities
CELH,"Celsius Holdings, Inc.",4.75,3.2716E8,Consumer Non-Durables,Beverages (Production/Distribution)
CEMI,"Chembio Diagnostics, Inc.",4.56,8.08E7,Health Care,Major Pharmaceuticals
CENT,Central Garden & Pet Company,30.5,1.71E9,Consumer Durables,Consumer Specialties
CENTA,Central Garden & Pet Company,28.66,1.6E9,Consumer Durables,Consumer Specialties
CENX,Century Aluminum Company,7.72,6.8626E8,Basic Industries,Aluminum
CERC,Cerecor Inc.,5.03,2.3623E8,Health Care,Major Pharmaceuticals
CERN,Cerner Corporation,73.62,2.312E10,Technology,EDP Services
CERS,Cerus Corporation,4.25,6.0388E8,Health Care,Medical/Dental Instruments
CETV,Central European Media Enterprises Ltd.,4.52,1.15E9,Consumer Services,Broadcasting
CETX,Cemtrex Inc.,1.25,5400000.0,Capital Goods,Industrial Machinery/Components
CETXP,Cemtrex Inc.,0.77,1630000.0,Capital Goods,Industrial Machinery/Components
CEVA,"CEVA, Inc.",27.83,6.1206E8,Technology,Semiconductors
CFB,"CrossFirst Bankshares, Inc.",14.36,7.4628E8,Finance,Major Banks
CFBI,"Community First Bancshares, Inc.",11.69,8.835E7,Finance,Savings Institutions
CFBK,Central Federal Corporation,13.95,7.449E7,Finance,Major Banks
CFFA,CF Finance Acquisition Corp.,10.26,3.6857E8,Finance,Business Services
CFFI,C&F Financial Corporation,54.26,1.8576E8,Finance,Major Banks
CFFN,"Capitol Federal Financial, Inc.",13.62,1.93E9,Finance,Savings Institutions
CFMS,"ConforMIS, Inc.",1.47,1.0101E8,Health Care,Industrial Specialties
CFRX,ContraFect Corporation,0.5801,7.406E7,Health Care,Major Pharmaceuticals
CG,The Carlyle Group Inc.,32.02,1.11E10,Finance,Investment Managers
CGEN,Compugen Ltd.,6.12,3.8185E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CGIX,"Cancer Genetics, Inc.",5.53,1.161E7,Health Care,Medical Specialities
CGNX,Cognex Corporation,56.61,9.67E9,Capital Goods,Industrial Machinery/Components
CHCI,"Comstock Holding Companies, Inc.",1.9397,1.545E7,Capital Goods,Homebuilding
CHCO,City Holding Company,82.26,1.34E9,Finance,Major Banks
CHDN,"Churchill Downs, Incorporated",135.79,5.41E9,Consumer Services,Services-Misc. Amusement & Recreation
CHEF,"The Chefs&#39; Warehouse, Inc.",38.14,1.16E9,Consumer Non-Durables,Food Distributors
CHEK,Check-Cap Ltd.,1.73,1.43E7,Health Care,Medical Electronics
CHFS,"CHF Solutions, Inc.",0.885,3740000.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CHKP,Check Point Software Technologies Ltd.,112.26,1.709E10,Technology,Computer Software: Prepackaged Software
CHMA,"Chiasma, Inc.",4.82,2.0252E8,Health Care,Major Pharmaceuticals
CHMG,Chemung Financial Corp,42.07,2.039E8,Finance,Major Banks
CHNG,Change Healthcare Inc.,16.02,2.0E9,Technology,EDP Services
CHNR,"China Natural Resources, Inc.",1.97,4.907E7,Basic Industries,Precious Metals
CHRS,"Coherus BioSciences, Inc.",18.32,1.28E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHRW,"C.H. Robinson Worldwide, Inc.",77.83,1.053E10,Transportation,Oil Refining/Marketing
CHSCL,CHS Inc,27.71,5.736E8,Consumer Services,Farming/Seeds/Milling
CHSCM,CHS Inc,26.85,5.1015E8,Consumer Services,Farming/Seeds/Milling
CHSCN,CHS Inc,27.62,4.6402E8,Consumer Services,Farming/Seeds/Milling
CHSCO,CHS Inc,27.47,3.1094E8,Consumer Services,Farming/Seeds/Milling
CHSCP,CHS Inc,28.395,2.0536E8,Consumer Services,Farming/Seeds/Milling
CHTR,"Charter Communications, Inc.",490.43,1.1799E11,Consumer Services,Television Services
CHUY,"Chuy&#39;s Holdings, Inc.",25.7,4.27E8,Consumer Services,Restaurants
CIDM,Cinedigm Corp,0.7199,2.865E7,Consumer Services,Consumer Electronics/Video Chains
CIFS,China Internet Nationwide Financial Services Inc.,1.09,2.41E7,Consumer Services,Professional Services
CIGI,Colliers International Group Inc. ,78.11,3.0E9,Finance,Real Estate
CIH,China Index Holdings Limited,3.48,3.1122E8,Technology,EDP Services
CINF,Cincinnati Financial Corporation,105.96,1.731E10,Finance,Property-Casualty Insurers
CIVB,"Civista Bancshares, Inc. ",24.07,3.7259E8,Finance,Major Banks
CIZN,Citizens Holding Company,22.45,1.2523E8,Finance,Major Banks
CJJD,"China Jo-Jo Drugstores, Inc.",1.83,6.027E7,Health Care,Medical/Nursing Services
CKPT,"Checkpoint Therapeutics, Inc.",1.69,6.459E7,Health Care,Major Pharmaceuticals
CLAR,Clarus Corporation,13.53,4.0265E8,Consumer Non-Durables,Recreational Products/Toys
CLBK,"Columbia Financial, Inc.",16.94,1.93E9,Finance,Savings Institutions
CLBS,"Caladrius Biosciences, Inc.",2.5227,2.624E7,Health Care,Misc Health and Biotechnology Services
CLCT,"Collectors Universe, Inc.",22.79,2.1038E8,Miscellaneous,Business Services
CLDB,Cortland Bancorp,21.6,9.458E7,Finance,Savings Institutions
CLDX,"Celldex Therapeutics, Inc.",2.25,3.76E7,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLFD,"Clearfield, Inc.",13.93,1.9003E8,Public Utilities,Telecommunications Equipment
CLIR,ClearSign Technologies Corporation,0.8318,2.221E7,Capital Goods,Industrial Machinery/Components
CLLS,Cellectis S.A.,17.81,7.5596E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLMT,"Calumet Specialty Products Partners, L.P.",3.67,2.8465E8,Energy,Integrated oil Companies
CLNE,Clean Energy Fuels Corp.,2.39,4.8929E8,Public Utilities,Natural Gas Distribution
CLPS,CLPS Incorporation,4.5,6.261E7,Technology,Computer Software: Prepackaged Software
CLRB,"Cellectar Biosciences, Inc.",2.49,2.34E7,Health Care,Major Pharmaceuticals
CLRO,"ClearOne, Inc.",1.85,3.08E7,Public Utilities,Telecommunications Equipment
CLSD,"Clearside Biomedical, Inc.",2.11,8.683E7,Health Care,Major Pharmaceuticals
CLSN,Celsion Corporation,1.73,3.937E7,Health Care,Major Pharmaceuticals
CLUB,"Town Sports International Holdings, Inc.",1.81,5.324E7,Consumer Services,Hotels/Resorts
CLVS,"Clovis Oncology, Inc.",10.25,5.6186E8,Health Care,Major Pharmaceuticals
CLWT,Euro Tech Holdings Company Limited,2.27,7020000.0,Consumer Durables,Diversified Electronic Products
CLXT,"Calyxt, Inc.",7.85,2.5867000000000003E8,Basic Industries,Agricultural Chemicals
CMBM,Cambium Networks Corporation,9.0,2.3071E8,Technology,Radio And Television Broadcasting And Communications Equipment
